,CONGLOME,VIVIENDA,ID,P209,P210_PSOC_01
750,9740,133,7.0,3.0,3.0
751,9740,133,7.0,3.0,8.0
752,9740,133,7.0,3.0,8.0
753,9740,133,7.0,3.0,8.0
754,9740,135,4.0,,
755,9740,135,4.0,6.0,8.0
756,9740,135,4.0,6.0,8.0
757,9740,135,4.0,6.0,8.0
758,9740,55,99.0,3.0,8.0
759,9740,55,99.0,3.0,8.0
760,9740,55,99.0,3.0,8.0
761,9740,55,99.0,3.0,8.0
762,9740,55,99.0,3.0,8.0
763,9740,55,99.0,3.0,3.0
764,9740,55,99.0,3.0,8.0
765,9740,55,99.0,6.0,8.0
766,9568,21,4.0,6.0,8.0
767,9568,21,4.0,3.0,8.0
768,9568,21,4.0,3.0,3.0
769,9568,21,4.0,3.0,8.0
770,9568,21,4.0,1.0,8.0
771,9568,21,4.0,1.0,3.0
772,8188,47,4.0,1.0,8.0
773,8188,47,4.0,1.0,8.0
774,8188,47,4.0,1.0,3.0
775,8188,47,4.0,1.0,2.0
776,8188,96,4.0,3.0,8.0
777,8188,96,4.0,3.0,8.0
778,8188,96,4.0,3.0,3.0
779,8188,96,4.0,3.0,2.0
780,8188,128,9.0,,
781,8188,128,9.0,6.0,8.0
782,8188,128,9.0,6.0,8.0
783,8188,128,9.0,6.0,3.0
784,8188,128,9.0,6.0,3.0
785,8188,128,9.0,6.0,3.0
786,8188,128,9.0,6.0,2.0
787,8188,128,9.0,3.0,8.0
788,8188,128,9.0,3.0,8.0
789,8188,128,9.0,6.0,8.0
790,8811,31,99.0,3.0,8.0
791,8811,31,99.0,3.0,8.0
792,8811,31,99.0,3.0,8.0
793,8811,31,99.0,3.0,8.0
794,8811,31,99.0,3.0,8.0
795,8811,31,99.0,3.0,8.0
796,8811,31,99.0,3.0,3.0
797,8811,31,99.0,3.0,8.0
798,8811,31,99.0,3.0,8.0
799,8811,31,8.0,3.0,8.0
800,8811,31,8.0,3.0,8.0
801,8811,31,8.0,3.0,8.0
802,8811,31,8.0,3.0,8.0
803,8811,31,8.0,3.0,8.0
804,8811,31,8.0,3.0,8.0
805,8811,31,8.0,3.0,3.0
806,8811,31,8.0,3.0,8.0
807,8811,31,8.0,3.0,8.0
808,9735,50,5.0,3.0,8.0
809,9735,50,5.0,6.0,8.0
810,9735,50,5.0,3.0,8.0
811,9735,50,5.0,3.0,8.0
812,9735,50,5.0,3.0,2.0
813,5567,100,4.0,6.0,8.0
814,5567,100,4.0,6.0,8.0
815,5567,100,4.0,6.0,8.0
816,5567,100,4.0,3.0,8.0
817,7241,214,99.0,6.0,8.0
818,7241,214,99.0,3.0,8.0
819,7241,214,99.0,6.0,2.0
820,7241,214,99.0,3.0,2.0
821,8120,26,7.0,1.0,8.0
822,8120,26,7.0,1.0,8.0
823,8120,26,7.0,,
824,8120,26,7.0,1.0,3.0
825,8120,26,7.0,1.0,2.0
826,8120,26,7.0,,
827,8120,26,7.0,3.0,2.0
828,8131,93,5.0,3.0,8.0
829,8131,93,5.0,3.0,8.0
830,8131,93,5.0,3.0,8.0
831,8131,93,5.0,3.0,3.0
832,8131,93,5.0,3.0,2.0
833,8131,93,5.0,6.0,8.0
834,9194,73,5.0,3.0,8.0
835,9194,73,5.0,3.0,8.0
836,9194,73,5.0,3.0,8.0
837,9194,73,5.0,3.0,3.0
838,9194,73,5.0,3.0,2.0
839,6092,139,4.0,3.0,8.0
840,6092,139,4.0,3.0,8.0
841,6092,139,4.0,3.0,3.0
842,6092,139,4.0,3.0,8.0
843,8694,61,5.0,1.0,8.0
844,8694,61,5.0,1.0,8.0
845,8694,61,5.0,1.0,8.0
846,8694,61,5.0,1.0,3.0
847,8694,61,5.0,1.0,2.0
848,9317,78,4.0,6.0,8.0
849,9317,78,4.0,6.0,8.0
850,9317,78,4.0,6.0,3.0
851,9317,78,4.0,3.0,8.0
852,6343,32,8.0,3.0,8.0
853,6343,32,8.0,3.0,8.0
854,6343,32,8.0,3.0,4.0
855,6343,32,8.0,3.0,4.0
856,6343,32,8.0,3.0,3.0
857,6343,32,8.0,3.0,3.0
858,6343,32,8.0,3.0,2.0
859,6343,32,8.0,3.0,2.0
860,6343,56,4.0,3.0,8.0
861,6343,56,4.0,3.0,8.0
862,6343,56,4.0,3.0,3.0
863,6343,56,4.0,3.0,1.0
864,6507,44,3.0,6.0,8.0
865,6507,44,3.0,6.0,8.0
866,6507,44,3.0,6.0,8.0
867,8918,220,4.0,1.0,8.0
868,8918,220,4.0,6.0,8.0
869,8918,220,4.0,1.0,3.0
870,8918,220,4.0,1.0,2.0
871,5925,83,9.0,3.0,8.0
872,5925,83,9.0,3.0,8.0
873,5925,83,9.0,,
874,5925,83,9.0,3.0,4.0
875,5925,83,9.0,3.0,3.0
876,5925,83,9.0,3.0,3.0
877,5925,83,9.0,3.0,3.0
878,5925,83,9.0,3.0,3.0
879,5925,83,9.0,6.0,8.0
880,9274,43,6.0,3.0,8.0
881,9274,43,6.0,3.0,8.0
882,9274,43,6.0,3.0,3.0
883,9274,43,6.0,3.0,3.0
884,9274,43,6.0,3.0,8.0
885,9274,43,6.0,3.0,8.0
886,9274,43,6.0,,
887,9272,76,5.0,3.0,8.0
888,9272,76,5.0,3.0,8.0
889,9272,76,5.0,3.0,8.0
890,9272,76,5.0,3.0,8.0
891,9272,76,5.0,3.0,8.0
892,9272,76,5.0,3.0,8.0
893,8900,7,99.0,3.0,8.0
894,8900,7,99.0,3.0,8.0
895,8900,7,99.0,3.0,3.0
896,8900,7,99.0,3.0,3.0
897,8900,7,99.0,3.0,2.0
898,8900,95,8.0,,
899,8900,95,8.0,,
900,8900,95,8.0,,
901,8900,95,8.0,,
902,8900,95,8.0,,
903,8900,95,8.0,,
904,8900,95,8.0,3.0,8.0
905,8900,95,8.0,3.0,8.0
906,8900,95,8.0,6.0,8.0
907,8863,3,7.0,1.0,8.0
908,8863,3,7.0,3.0,8.0
909,8863,3,7.0,3.0,8.0
910,8863,3,7.0,,
911,8863,3,7.0,3.0,8.0
912,8863,3,7.0,,
913,8863,3,7.0,1.0,2.0
914,8863,3,7.0,6.0,8.0
915,8965,38,4.0,1.0,8.0
916,8965,38,4.0,6.0,8.0
917,8965,38,4.0,6.0,8.0
918,8965,38,4.0,6.0,8.0
919,8707,82,5.0,6.0,8.0
920,8707,82,5.0,3.0,8.0
921,8707,82,5.0,3.0,8.0
922,8707,82,5.0,3.0,3.0
923,8707,82,5.0,3.0,8.0
924,9063,71,6.0,3.0,8.0
925,9063,71,6.0,3.0,8.0
926,9063,71,6.0,3.0,8.0
927,9063,71,6.0,3.0,8.0
928,9063,71,6.0,3.0,2.0
929,9063,71,6.0,3.0,2.0
930,7158,13,4.0,6.0,8.0
931,7158,13,4.0,6.0,8.0
932,7158,13,4.0,3.0,2.0
933,7158,13,4.0,3.0,8.0
934,5184,21,4.0,,
935,5184,21,4.0,6.0,8.0
936,5184,21,4.0,1.0,8.0
937,5184,21,4.0,1.0,8.0
938,10012,63,7.0,3.0,8.0
939,10012,63,7.0,6.0,8.0
940,10012,63,7.0,6.0,8.0
941,10012,63,7.0,6.0,8.0
942,10012,63,7.0,6.0,8.0
943,10012,63,7.0,6.0,8.0
944,10012,63,7.0,3.0,8.0
945,8110,83,5.0,3.0,8.0
946,8110,83,5.0,,
947,8110,83,5.0,6.0,3.0
948,8110,83,5.0,6.0,3.0
949,8110,83,5.0,6.0,8.0
950,8846,129,4.0,1.0,8.0
951,8846,129,4.0,1.0,8.0
952,8846,129,4.0,6.0,8.0
953,8846,129,4.0,1.0,8.0
954,9770,117,6.0,3.0,4.0
955,9770,117,6.0,3.0,3.0
956,9770,117,6.0,3.0,8.0
957,9770,117,6.0,3.0,8.0
958,9770,117,6.0,3.0,2.0
959,9770,117,6.0,3.0,2.0
960,5283,12,5.0,3.0,8.0
961,5283,12,5.0,3.0,8.0
962,5283,12,5.0,3.0,3.0
963,5283,12,5.0,3.0,3.0
964,5283,12,5.0,3.0,2.0
965,6651,55,4.0,6.0,8.0
966,6651,55,4.0,3.0,4.0
967,6651,55,4.0,3.0,3.0
968,6651,55,4.0,3.0,2.0
969,8238,122,99.0,1.0,8.0
970,8238,122,99.0,1.0,8.0
971,8238,122,99.0,3.0,8.0
972,8238,122,99.0,6.0,8.0
973,8238,122,99.0,3.0,8.0
974,8238,122,99.0,3.0,8.0
975,8238,122,4.0,1.0,8.0
976,8238,122,4.0,1.0,8.0
977,8238,122,4.0,3.0,8.0
978,8238,122,4.0,6.0,8.0
979,8238,122,4.0,3.0,8.0
980,8238,122,4.0,3.0,8.0
981,8245,102,6.0,3.0,8.0
982,8245,102,6.0,3.0,8.0
983,8245,102,6.0,6.0,8.0
984,8245,102,6.0,2.0,8.0
985,8245,102,6.0,2.0,8.0
986,8245,102,6.0,2.0,8.0
987,8245,102,6.0,6.0,8.0
988,9173,6,5.0,1.0,8.0
989,9173,6,5.0,1.0,8.0
990,9173,6,5.0,6.0,8.0
991,9173,6,5.0,1.0,8.0
992,9173,6,5.0,1.0,1.0
993,9173,93,5.0,3.0,8.0
994,9173,93,5.0,3.0,3.0
995,9173,93,5.0,3.0,8.0
996,9173,93,5.0,3.0,8.0
997,9173,93,5.0,3.0,8.0
998,9173,93,5.0,1.0,8.0
999,9173,93,5.0,1.0,8.0
1000,9173,93,5.0,1.0,3.0
1001,9173,93,5.0,1.0,3.0
1002,9173,93,5.0,1.0,2.0
1003,6251,58,6.0,6.0,8.0
1004,6251,58,6.0,6.0,8.0
1005,6251,58,6.0,6.0,8.0
1006,6251,58,6.0,6.0,8.0
1007,6251,58,6.0,6.0,8.0
1008,6251,58,6.0,6.0,8.0
1009,6602,42,5.0,3.0,8.0
1010,6602,42,5.0,3.0,8.0
1011,6602,42,5.0,3.0,3.0
1012,6602,42,5.0,3.0,2.0
1013,6602,42,5.0,3.0,8.0
1014,6602,42,4.0,3.0,8.0
1015,6602,42,4.0,3.0,8.0
1016,6602,42,4.0,3.0,3.0
1017,6602,42,4.0,3.0,2.0
1018,6602,42,4.0,3.0,8.0
1019,6602,44,5.0,3.0,4.0
1020,6602,44,5.0,3.0,4.0
1021,6602,44,5.0,,
1022,6602,44,5.0,3.0,3.0
1023,6602,44,5.0,3.0,2.0
1024,7992,38,8.0,1.0,8.0
1025,7992,38,8.0,1.0,8.0
1026,7992,38,8.0,3.0,8.0
1027,7992,38,8.0,6.0,8.0
1028,7992,38,8.0,3.0,8.0
1029,7992,38,8.0,3.0,3.0
1030,7992,38,8.0,3.0,3.0
1031,7992,38,8.0,3.0,8.0
1032,7992,38,8.0,3.0,8.0
1033,7992,38,8.0,1.0,8.0
1034,8281,19,9.0,3.0,8.0
1035,8281,19,9.0,3.0,8.0
1036,8281,19,9.0,3.0,8.0
1037,8281,19,9.0,3.0,8.0
1038,8281,19,9.0,3.0,8.0
1039,8281,19,9.0,3.0,8.0
1040,8281,19,9.0,3.0,8.0
1041,8281,19,9.0,3.0,8.0
1042,8281,19,9.0,3.0,8.0
1043,8281,19,6.0,3.0,8.0
1044,8281,19,6.0,3.0,8.0
1045,8281,19,6.0,3.0,8.0
1046,8281,19,6.0,3.0,8.0
1047,8281,19,6.0,3.0,8.0
1048,8281,19,6.0,3.0,8.0
1049,8281,19,6.0,3.0,8.0
1050,8281,19,6.0,3.0,8.0
1051,8281,19,6.0,3.0,8.0
1052,8281,76,99.0,,
1053,8281,76,99.0,,
1054,8281,76,99.0,,
1055,8281,76,99.0,3.0,8.0
1056,8281,76,99.0,3.0,4.0
1057,8281,76,99.0,3.0,3.0
1058,8281,76,99.0,,
1059,8281,76,99.0,,
1060,8281,76,99.0,3.0,8.0
1061,8282,73,4.0,3.0,8.0
1062,8282,73,4.0,3.0,8.0
1063,8282,73,4.0,3.0,3.0
1064,8282,73,4.0,3.0,2.0
1065,8201,157,3.0,1.0,8.0
1066,8201,157,3.0,1.0,8.0
1067,8201,157,3.0,1.0,8.0
1068,8201,175,6.0,1.0,8.0
1069,8201,175,6.0,1.0,8.0
1070,8201,175,6.0,3.0,8.0
1071,8201,175,6.0,1.0,8.0
1072,8201,175,6.0,3.0,8.0
1073,8201,175,6.0,1.0,8.0
1074,9040,138,99.0,3.0,8.0
1075,9040,138,99.0,3.0,8.0
1076,9040,138,99.0,3.0,4.0
1077,9040,138,99.0,3.0,2.0
1078,9040,138,99.0,3.0,2.0
1079,9040,138,99.0,3.0,1.0
1080,5810,129,5.0,6.0,8.0
1081,5810,129,5.0,3.0,8.0
1082,5810,129,5.0,3.0,4.0
1083,5810,129,5.0,3.0,4.0
1084,5810,129,5.0,3.0,4.0
1085,6483,81,6.0,3.0,4.0
1086,6483,81,6.0,3.0,8.0
1087,6483,81,6.0,3.0,8.0
1088,6483,81,6.0,3.0,3.0
1089,6483,81,6.0,3.0,4.0
1090,6483,81,6.0,3.0,2.0
1091,6483,81,6.0,3.0,8.0
1092,6483,81,6.0,3.0,2.0
1093,6483,225,6.0,3.0,8.0
1094,6483,225,6.0,3.0,4.0
1095,6483,225,6.0,3.0,8.0
1096,6483,225,6.0,6.0,8.0
1097,6483,225,6.0,3.0,8.0
1098,6483,225,6.0,3.0,1.0
1099,8615,82,6.0,,
1100,8615,82,6.0,3.0,8.0
1101,8615,82,6.0,3.0,8.0
1102,8615,82,6.0,3.0,8.0
1103,8615,82,6.0,3.0,3.0
1104,8615,82,6.0,3.0,8.0
1105,8615,93,6.0,,
1106,8615,93,6.0,6.0,8.0
1107,8615,93,6.0,,
1108,8615,93,6.0,6.0,8.0
1109,8615,93,6.0,3.0,3.0
1110,8615,93,6.0,3.0,8.0
1111,7333,8,7.0,6.0,8.0
1112,7333,8,7.0,6.0,8.0
1113,7333,8,7.0,6.0,8.0
1114,7333,8,7.0,6.0,8.0
1115,7333,8,7.0,3.0,8.0
1116,7333,8,7.0,3.0,8.0
1117,7333,8,7.0,3.0,2.0
1118,7333,8,7.0,,
1119,7333,8,7.0,,
1120,7333,8,7.0,,
1121,7333,8,99.0,,
1122,7333,8,99.0,,
1123,7333,8,99.0,,
1124,7333,8,99.0,,
1125,7333,8,99.0,,
1126,7333,8,99.0,,
1127,7333,8,99.0,,
1128,7333,8,99.0,6.0,8.0
1129,7333,8,99.0,6.0,8.0
1130,7333,8,99.0,3.0,8.0
1131,7339,136,7.0,,
1132,7339,136,7.0,,
1133,7339,136,7.0,,
1134,7339,136,7.0,3.0,8.0
1135,7339,136,7.0,3.0,8.0
1136,7339,136,7.0,3.0,8.0
1137,7339,136,7.0,3.0,8.0
1138,7339,136,7.0,,
1139,8335,42,8.0,3.0,8.0
1140,8335,42,8.0,3.0,8.0
1141,8335,42,8.0,3.0,3.0
1142,8335,42,8.0,3.0,3.0
1143,8335,42,8.0,3.0,3.0
1144,8335,42,8.0,3.0,4.0
1145,8335,42,8.0,3.0,4.0
1146,8335,42,8.0,3.0,4.0
1147,8335,42,7.0,3.0,8.0
1148,8335,42,7.0,3.0,8.0
1149,8335,42,7.0,3.0,3.0
1150,8335,42,7.0,3.0,3.0
1151,8335,42,7.0,3.0,3.0
1152,8335,42,7.0,3.0,4.0
1153,8335,42,7.0,3.0,4.0
1154,8335,42,7.0,3.0,4.0
1155,8335,136,7.0,3.0,8.0
1156,8335,136,7.0,3.0,8.0
1157,8335,136,7.0,3.0,8.0
1158,8335,136,7.0,3.0,3.0
1159,8335,136,7.0,3.0,3.0
1160,8335,136,7.0,3.0,4.0
1161,8335,136,7.0,3.0,4.0
1162,8335,136,7.0,3.0,3.0
1163,8335,137,6.0,3.0,8.0
1164,8335,137,6.0,3.0,8.0
1165,8335,137,6.0,3.0,3.0
1166,8335,137,6.0,3.0,8.0
1167,8335,137,6.0,3.0,8.0
1168,8335,137,6.0,3.0,8.0
1169,8335,137,6.0,,
1170,8335,137,6.0,,
1171,8368,55,5.0,1.0,8.0
1172,8368,55,5.0,1.0,8.0
1173,8368,55,5.0,1.0,3.0
1174,8368,55,5.0,1.0,3.0
1175,8368,55,5.0,1.0,8.0
1176,8857,71,5.0,,
1177,8857,71,5.0,,
1178,8857,71,5.0,6.0,8.0
1179,8857,71,5.0,3.0,8.0
1180,8857,71,5.0,3.0,2.0
1181,10323,48,7.0,3.0,8.0
1182,10323,48,7.0,3.0,4.0
1183,10323,48,7.0,3.0,8.0
1184,10323,48,7.0,1.0,8.0
1185,10323,48,7.0,1.0,3.0
1186,10323,48,7.0,1.0,2.0
1187,10323,48,7.0,6.0,2.0
1188,10323,48,7.0,,
1189,7208,112,4.0,1.0,8.0
1190,7208,112,4.0,6.0,8.0
1191,7208,112,4.0,1.0,2.0
1192,7208,112,4.0,1.0,2.0
1193,5978,159,5.0,3.0,8.0
1194,5978,159,5.0,3.0,8.0
1195,5978,159,5.0,3.0,8.0
1196,5978,159,5.0,3.0,2.0
1197,5978,159,5.0,3.0,2.0
1198,8342,37,7.0,3.0,8.0
1199,8342,37,7.0,3.0,2.0
1200,8342,37,7.0,,
1201,8342,37,7.0,3.0,8.0
1202,8342,37,7.0,3.0,3.0
1203,8342,37,7.0,3.0,3.0
1204,8342,37,7.0,6.0,8.0
1205,7041,301,5.0,2.0,8.0
1206,7041,301,5.0,2.0,8.0
1207,7041,301,5.0,2.0,8.0
1208,7041,301,5.0,2.0,8.0
1209,7041,301,5.0,2.0,8.0
1210,7041,301,5.0,2.0,8.0
1211,7069,1,4.0,3.0,8.0
1212,7069,1,4.0,3.0,8.0
1213,7069,1,4.0,3.0,8.0
1214,7069,1,4.0,3.0,4.0
1215,7069,1,4.0,3.0,8.0
1216,5130,18,5.0,3.0,8.0
1217,5130,18,5.0,3.0,8.0
1218,5130,18,5.0,3.0,8.0
1219,5130,18,5.0,3.0,3.0
1220,5130,18,5.0,3.0,2.0
1221,9684,109,6.0,3.0,8.0
1222,9684,109,6.0,3.0,8.0
1223,9684,109,6.0,3.0,3.0
1224,9684,109,6.0,3.0,8.0
1225,9684,109,6.0,3.0,8.0
1226,9684,109,6.0,3.0,8.0
1227,9684,109,6.0,,
1228,9684,109,6.0,,
1229,9684,109,6.0,,
1230,9659,116,5.0,3.0,8.0
1231,9659,116,5.0,3.0,8.0
1232,9659,116,5.0,3.0,8.0
1233,9659,116,5.0,3.0,8.0
1234,9659,116,5.0,3.0,8.0
1235,7529,80,5.0,1.0,8.0
1236,7529,80,5.0,1.0,8.0
1237,7529,80,5.0,6.0,8.0
1238,7529,80,5.0,6.0,8.0
1239,7529,80,5.0,1.0,8.0
1240,7529,60,6.0,1.0,8.0
1241,7529,60,6.0,3.0,8.0
1242,7529,60,6.0,1.0,8.0
1243,7529,60,6.0,1.0,8.0
1244,7529,60,6.0,1.0,8.0
1245,7529,60,6.0,1.0,8.0
1246,9820,19,99.0,3.0,8.0
1247,9820,19,99.0,3.0,8.0
1248,9820,19,99.0,3.0,8.0
1249,9820,19,99.0,3.0,3.0
1250,9820,19,99.0,3.0,3.0
1251,9820,19,99.0,3.0,8.0
1252,6059,36,6.0,3.0,8.0
1253,6059,36,6.0,,
1254,6059,36,6.0,,
1255,6059,36,6.0,6.0,8.0
1256,6059,36,6.0,6.0,8.0
1257,6059,36,6.0,6.0,8.0
1258,6141,110,4.0,1.0,8.0
1259,6141,110,4.0,1.0,8.0
1260,6141,110,4.0,6.0,8.0
1261,6141,110,4.0,1.0,8.0
1262,6141,110,4.0,1.0,8.0
1263,9601,10,8.0,3.0,8.0
1264,9601,10,8.0,3.0,8.0
1265,9601,10,8.0,3.0,8.0
1266,9601,10,8.0,3.0,8.0
1267,9601,10,8.0,3.0,3.0
1268,9601,10,8.0,3.0,3.0
1269,9601,10,8.0,3.0,8.0
1270,9601,10,8.0,3.0,8.0
1271,9601,10,7.0,3.0,8.0
1272,9601,10,7.0,3.0,8.0
1273,9601,10,7.0,3.0,8.0
1274,9601,10,7.0,3.0,8.0
1275,9601,10,7.0,3.0,3.0
1276,9601,10,7.0,3.0,3.0
1277,9601,10,7.0,3.0,8.0
1278,9601,10,7.0,3.0,8.0
1279,6792,91,4.0,3.0,8.0
1280,6792,91,4.0,3.0,8.0
1281,6792,91,4.0,3.0,3.0
1282,6792,91,4.0,3.0,1.0
1283,6788,146,4.0,3.0,8.0
1284,6788,146,4.0,3.0,8.0
1285,6788,146,4.0,3.0,3.0
1286,6788,146,4.0,3.0,8.0
1287,6788,61,6.0,,
1288,6788,61,6.0,,
1289,6788,61,6.0,,
1290,6788,61,6.0,,
1291,6788,61,6.0,6.0,8.0
1292,6788,61,6.0,6.0,2.0
1293,9601,9,5.0,3.0,8.0
1294,9601,9,5.0,3.0,8.0
1295,9601,9,5.0,3.0,8.0
1296,9601,9,5.0,3.0,3.0
1297,9601,9,5.0,3.0,8.0
1298,6807,45,5.0,6.0,8.0
1299,6807,45,5.0,3.0,8.0
1300,6807,45,5.0,3.0,8.0
1301,6807,45,5.0,3.0,2.0
1302,6807,45,5.0,3.0,2.0
1303,6798,63,5.0,1.0,8.0
1304,6798,63,5.0,6.0,8.0
1305,6798,63,5.0,6.0,8.0
1306,6798,63,5.0,6.0,8.0
1307,6798,63,5.0,1.0,8.0
1308,6063,20,4.0,3.0,8.0
1309,6063,20,4.0,3.0,8.0
1310,6063,20,4.0,3.0,2.0
1311,6063,20,4.0,3.0,2.0
1312,6078,65,5.0,1.0,8.0
1313,6078,65,5.0,1.0,8.0
1314,6078,65,5.0,1.0,8.0
1315,6078,65,5.0,1.0,3.0
1316,6078,65,5.0,1.0,8.0
1317,6125,96,3.0,1.0,8.0
1318,6125,96,3.0,1.0,8.0
1319,6125,96,3.0,1.0,8.0
1320,7033,42,6.0,,
1321,7033,42,6.0,,
1322,7033,42,6.0,6.0,8.0
1323,7033,42,6.0,3.0,8.0
1324,7033,42,6.0,3.0,8.0
1325,7033,42,6.0,3.0,8.0
1326,7033,42,6.0,,
1327,7033,42,6.0,,
1328,7033,42,6.0,,
1329,7033,42,6.0,3.0,8.0
1330,7033,42,6.0,3.0,8.0
1331,5933,112,6.0,3.0,8.0
1332,5933,112,6.0,3.0,8.0
1333,5933,112,6.0,3.0,8.0
1334,5933,112,6.0,3.0,4.0
1335,5933,112,6.0,3.0,4.0
1336,5933,112,6.0,3.0,2.0
1337,7439,30,6.0,3.0,8.0
1338,7439,30,6.0,3.0,8.0
1339,7439,30,6.0,1.0,8.0
1340,7439,30,6.0,1.0,8.0
1341,7439,30,6.0,1.0,8.0
1342,7439,30,6.0,1.0,8.0
1343,9827,29,5.0,3.0,8.0
1344,9827,29,5.0,3.0,8.0
1345,9827,29,5.0,5.0,8.0
1346,9827,29,5.0,5.0,8.0
1347,9827,29,5.0,5.0,8.0
1348,10371,101,3.0,3.0,8.0
1349,10371,101,3.0,3.0,8.0
1350,10371,101,3.0,3.0,8.0
1351,7443,165,9.0,3.0,8.0
1352,7443,165,9.0,3.0,8.0
1353,7443,165,9.0,6.0,8.0
1354,7443,165,9.0,,
1355,7443,165,9.0,3.0,3.0
1356,7443,165,9.0,3.0,3.0
1357,7443,165,9.0,3.0,3.0
1358,7443,165,9.0,3.0,2.0
1359,7443,165,9.0,3.0,1.0
1360,5107,29,8.0,3.0,8.0
1361,5107,29,8.0,3.0,8.0
1362,5107,29,8.0,3.0,8.0
1363,5107,29,8.0,3.0,4.0
1364,5107,29,8.0,3.0,4.0
1365,5107,29,8.0,3.0,8.0
1366,5107,29,8.0,3.0,8.0
1367,5107,29,8.0,3.0,2.0
1368,5107,29,8.0,,
1369,5107,35,5.0,3.0,8.0
1370,5107,35,5.0,3.0,8.0
1371,5107,35,5.0,3.0,4.0
1372,5107,35,5.0,3.0,4.0
1373,5107,35,5.0,3.0,2.0
1374,9342,127,6.0,2.0,8.0
1375,9342,127,6.0,3.0,8.0
1376,9342,127,6.0,,
1377,9342,127,6.0,3.0,3.0
1378,9342,127,6.0,3.0,3.0
1379,9342,127,6.0,3.0,8.0
1380,9342,127,6.0,,
1381,9342,58,7.0,1.0,8.0
1382,9342,58,7.0,6.0,8.0
1383,9342,58,7.0,6.0,8.0
1384,9342,58,7.0,6.0,8.0
1385,9342,58,7.0,6.0,8.0
1386,9342,58,7.0,6.0,8.0
1387,9342,58,7.0,3.0,8.0
1388,5023,40,7.0,6.0,8.0
1389,5023,40,7.0,3.0,8.0
1390,5023,40,7.0,6.0,8.0
1391,5023,40,7.0,3.0,3.0
1392,5023,40,7.0,3.0,3.0
1393,5023,40,7.0,1.0,8.0
1394,5023,40,7.0,3.0,8.0
1395,5023,40,7.0,3.0,8.0
1396,5023,40,7.0,3.0,8.0
1397,5023,40,7.0,,
1398,5023,80,6.0,3.0,8.0
1399,5023,80,6.0,3.0,8.0
1400,5023,80,6.0,3.0,3.0
1401,5023,80,6.0,3.0,3.0
1402,5023,80,6.0,3.0,8.0
1403,5023,80,6.0,3.0,8.0
1404,5023,80,6.0,6.0,3.0
1405,5023,80,6.0,,
1406,5023,80,6.0,,
1407,5023,80,6.0,6.0,3.0
1408,5029,27,3.0,1.0,8.0
1409,5029,27,3.0,1.0,8.0
1410,5029,27,3.0,1.0,8.0
1411,5029,27,3.0,,
1412,5761,92,4.0,3.0,2.0
1413,5761,92,4.0,3.0,8.0
1414,5761,92,4.0,3.0,8.0
1415,5761,92,4.0,3.0,8.0
1416,10060,132,4.0,1.0,2.0
1417,10060,132,4.0,1.0,3.0
1418,10060,132,4.0,1.0,3.0
1419,10060,132,4.0,1.0,2.0
1420,10060,52,4.0,3.0,8.0
1421,10060,52,4.0,3.0,2.0
1422,10060,52,4.0,3.0,3.0
1423,10060,52,4.0,3.0,2.0
1424,9232,99,4.0,1.0,8.0
1425,9232,99,4.0,1.0,8.0
1426,9232,99,4.0,1.0,3.0
1427,9232,99,4.0,1.0,8.0
1428,9233,32,4.0,1.0,8.0
1429,9233,32,4.0,1.0,8.0
1430,9233,32,4.0,1.0,8.0
1431,9233,32,4.0,1.0,8.0
1432,9233,32,4.0,1.0,8.0
1433,7564,29,99.0,3.0,8.0
1434,7564,29,99.0,3.0,8.0
1435,7564,29,99.0,3.0,3.0
1436,7564,29,99.0,3.0,8.0
1437,7564,29,99.0,6.0,8.0
1438,7564,29,99.0,6.0,8.0
1439,7564,29,99.0,3.0,8.0
1440,7564,29,99.0,6.0,8.0
1441,7564,29,99.0,6.0,8.0
1442,7564,29,99.0,6.0,8.0
1443,7564,29,99.0,6.0,8.0
1444,8756,64,7.0,1.0,8.0
1445,8756,64,7.0,1.0,8.0
1446,8756,64,7.0,1.0,8.0
1447,8756,64,7.0,1.0,8.0
1448,8756,64,7.0,1.0,8.0
1449,8756,64,7.0,1.0,8.0
1450,8756,64,7.0,1.0,8.0
1451,8757,108,5.0,6.0,8.0
1452,8757,108,5.0,6.0,8.0
1453,8757,108,5.0,6.0,8.0
1454,8757,108,5.0,6.0,8.0
1455,8757,108,5.0,6.0,8.0
1456,6843,22,4.0,1.0,8.0
1457,6843,22,4.0,1.0,8.0
1458,6843,22,4.0,1.0,8.0
1459,6843,22,4.0,1.0,8.0
1460,6843,22,4.0,1.0,8.0
1461,6843,53,8.0,1.0,8.0
1462,6843,53,8.0,1.0,8.0
1463,6843,53,8.0,6.0,8.0
1464,6843,53,8.0,1.0,8.0
1465,6843,53,8.0,1.0,8.0
1466,6843,53,8.0,1.0,8.0
1467,6843,53,8.0,1.0,8.0
1468,6843,53,8.0,1.0,8.0
1469,6850,35,5.0,1.0,8.0
1470,6850,35,5.0,1.0,8.0
1471,6850,35,5.0,1.0,8.0
1472,6850,35,5.0,1.0,8.0
1473,6850,35,5.0,1.0,2.0
1474,8918,91,7.0,1.0,8.0
1475,8918,91,7.0,1.0,8.0
1476,8918,91,7.0,1.0,8.0
1477,8918,91,7.0,1.0,3.0
1478,8918,91,7.0,1.0,3.0
1479,8918,91,7.0,1.0,3.0
1480,8918,91,7.0,1.0,2.0
